id|gloss
05_0260|ماضي مرض خطر
05_0261|هاتف هويه ضياع سوال
05_0262|هو بطن ت س م م
05_0263|انا هويه ضياع
05_0264|انا ممتاز اتقان
05_0265|وقت مسافه طياره خارج مسافه تاريخ سوال
05_0266|تاريخ سرقه تاريخ سوال
05_0267|ماضي
05_0268|تاريخ فتح مرض
05_0269|مرض ماضي صغير مرض
05_0270|دعوه انا رغبه مساعده
05_0271|انا دعوه طاعه مساعده
05_0272|دعوه اخبار حال جيد
05_0273|ليل خير
05_0274|مع_السلامه
05_0275|سوال ازعاج سوال
05_0276|هو دواء ماضي يوجد
05_0277|هو يوجد تحويل د
05_0278|انا نعم د بطن
05_0279|هو يوجد تامين
05_0280|نعم تامين
05_0281|هو رخصه سياره هو
05_0282|هو بطاقه صوره هويه هو
05_0283|ثاني صوره سوال جواز_سفر
05_0284|ولاده طفل اتقان
05_0285|ولاده ماضي تسع
05_0286|وجوب طلب صوره هويه
05_0287|سوال هو هاتف مشاهده سوال
05_0288|طاوله على
05_0289|استفهام سوال سرقه هاتف هو
05_0290|هو كتابه تفاصيل حال
05_0291|هو عضو مع السعوديه قصه
05_0292|نعم انا مع السعوديه قصه رمايه صم
05_0293|غدا شهاده تقديم
05_0294|سوال عمر سن
05_0295|انا تعليم ولد اخر شهاده
05_0296|انا رغبه لا ممتاز
05_0297|هو قلم يوجد
05_0298|هو كتابه تاريخ الان
05_0299|انا رغبه بطاقه سياره
05_0300|استفهام دواء قدره هو
05_0301|انا نوم ليل
05_0302|انا حب لون ابيض كره لون اسود
05_0303|انا رغبه شراء سوق لوحه
05_0304|انا اسم ا ح م د
05_0305|انا عمل ترجمه لغه اشاره
05_0306|انا قراءه كتاب
05_0307|انا مع اسره مع مشاهده كره_قدم مباراه
05_0308|انا رغبه ذهاب مستشفى سبب ابن مرض
05_0309|انا اب بيع تصوير
05_0310|اب انا لون حب لون ازرق ام لون حب سوال وردي
05_0311|انا حب اب
05_0312|انا حب بنت اخ
05_0313|انا حب صلاه
05_0314|انا حب اكل
05_0315|انا حب صديق
05_0316|انا اخ بنت جميل
05_0317|انا اخ زواج الثلاثاء قادم
05_0318|حقيبه_ظهر حقيبه_يد خفيف
05_0319|انا اخ سياره سرعه
05_0320|انا مساعده ام منزل
05_0321|انا مساعده فقير
05_0322|انا صديق مدرسه مع ثلاث بنت ولد خمس
05_0323|انا معرفه لغه اشاره
05_0324|انا وضوء صلاه
05_0325|انا حب كره_قدم صيد سمكه
05_0326|انا طاعه سوال معلم
05_0327|انا زياره اقارب مستمر
05_0328|انا عمل معلم مدرسه
05_0329|انا نار خلط صباح اكل
05_0330|انا حفظ مدرسه قراءه
05_0331|انا مدرسه جامعه
05_0332|انا معرفه قراءه مدرسه
05_0333|انا ذهاب مدرسه
05_0334|انا مشي منزل
05_0335|انا فوضى ترتيب غرفه نوم
05_0336|انا طاعه معلم بنت
05_0337|انا ذهاب مع اب صلاه الجمعه
05_0338|انا زوج مع كل_يوم مشي
05_0339|اب نوم سرير
05_0340|الاسبوع_الماضي جد موت رحمه الله
05_0341|الاسبوع_الماضي صديق جد موت
05_0342|الجمعه السبت اجازه
05_0343|شرطه قال ممنوع انتظار
05_0344|صيف نهايه ذهاب برد
05_0345|غني مساعده فقير
05_0346|ولد ذهاب مدرسه ابتسامه
05_0347|ولد دخل مدرسه خوف
05_0348|هو ابن بنت اول عمر سن سوال اسم سوال
05_0349|رقم عمر ابن ولد
05_0350|اب هو اسم سوال
05_0351|ام اب صم
05_0352|انا اخ موزه اكل صباح
05_0353|استيقاظ وقت ست صباح
05_0354|اسف فهم كلام لا انا
05_0355|انا اسم م ر ا د
05_0356|انا تنظيف_اسنان
05_0357|غسل_وجه
05_0358|غسل_يد
05_0359|بحر لون ازرق
05_0360|عضل رياضه فائده صحه
05_0361|منزل جدار لون ابيض
05_0362|مدرسه سهل
05_0363|مدرسه مشاهده فائده
05_0364|ولد شخص صعود جبل
05_0365|السبت ماضي انا تعب
05_0366|السلام_عليكم
05_0367|ولد بناء منزل جميل
05_0368|شباب شخص رغبه سباحه
05_0369|صلاه حلو
05_0370|د مساعده انسان
05_0371|اكل فائده مستشفى
05_0372|قلم لون ازرق
05_0373|لون قلم انا خاص
05_0374|مدرسه جميل
05_0375|ترجمه سريع ذكي
05_0376|نوم فندق ممتاز سعيد
05_0377|ولد هو كتابه
05_0378|ولد شخص لعب
05_0379|مع_السلامه
05_0380|ام نداء انا اخ
05_0381|انا فهم لغه اشاره قليل
05_0382|انا كره طفل بكاء
05_0383|انا سعيد سبب مشاهده
05_0384|انا عمر اثنان_ثلاثون سن
05_0385|هو حب قهوه كوفي
05_0386|هو شخص ذكي
05_0387|هو سوال منزل موقع سوال
05_0388|انا جد ماضي شراء مزرعه
05_0389|جد ماضي حب شاي اب انا حب قهوه
05_0390|مدرسه قصه يوجد طاوله هو
05_0391|استفهام سوال ابن جيد
05_0392|استفهام سوال شخص هو اسره جيد
05_0393|انا زوج لا_يوجد
05_0394|مع ذهاب
05_0395|استفهام هو اسم سوال
05_0396|هو عمل سوال
05_0397|انا صم
05_0398|استفهام هو صم
05_0399|استفهام هو زوج
05_0400|كل_يوم صباح مشي وقت اثنان
05_0401|انا رغبه اكل مكرونه
05_0402|انا رغبه شراء بيض رز
05_0403|انا رغبه ذهاب بحر
05_0404|هو بنت شخص حذاء اسود فستان لون وردي
05_0405|صيف ذهاب صيد سمكه
05_0406|انا اخ حب لون احمر
05_0407|سرير خفيف سعيد
05_0408|كلب خلف منزل
05_0409|انا سن الم سن
05_0410|انا حفيد مع ذهاب قهوه كوفي
05_0411|انا اسف
05_0412|فندق داخل برد
05_0413|انا ابن ت س م م بطن
05_0414|انا حب لا ال ب ق و ل ي ا ت
05_0415|انا معرفه سبب اختبار
05_0416|انا وضوء قبل نوم
05_0417|ام نار خلط غرفه خلط
05_0418|طفل لعب بحر قريب
05_0419|انا حب برد
05_0420|انا حب تفاحه موزه انواع صيف
05_0421|انا لقاء اقارب مباراه
05_0422|سوال موقع بيع
05_0423|انا ابن بنت بطن
05_0424|انا اخ رغبه لا ال خ س
05_0425|دجاج طير في ب ر و ت ي ن
05_0426|انا اخ مع ارنب قصه رمايه
05_0427|انتظار اخ بنت جامعه
05_0428|شخص خدمه نحيف ركض سرعه
05_0429|طفل بكاء صراخ ازعاج
05_0430|اخ بنت جديله لون اصفر
05_0431|ذاكره نسيان تذكره طياره
05_0432|لا طاوله كرسي لا
05_0433|رغبه وقت اتقان د هضمي
05_0434|ولد هو اختفاء شرطه
05_0435|انا غسل_وجه صباح
05_0436|انا شراء انا اخ شراء دراجه_ناريه
05_0437|انا منزل مدرسه اخر نهايه
05_0438|حقيبه_يد حقيبه_ظهر حقيبه_يد خفيف لا
05_0439|كلب جبل صعود
05_0440|ولد كتابه جدار كتابه
05_0441|انا الثلاثاء شراء تصوير
05_0442|ممنوع كرسي لا_2
05_0443|سوال مال سوال صوره اسود بطن
05_0444|استفهام لوحه الثلاثاء مفتوح هو
05_0445|هو ثلج قليل هنا
05_0446|هو تاريخ وقت ولاده
05_0447|انا حضور تاريخ وقت محدد تاخير
05_0448|انا رغبه شكوى سبب ازعاج
05_0449|انا اخ رغبه طياره تخفيض
05_0450|انا رغبه كلمه منزل نقل
06_0001|سوال هو
06_0002|هو معلم لغه اشاره
06_0003|استفهام هو معلم هو
06_0004|هو معلم لا انا مدرسه
06_0005|هو سوال
06_0006|هو صديق مدرسه
06_0007|استفهام هو صديق مدرسه
06_0008|انا اسره رقم ثلاث اشخاص
06_0009|رقم عمر ابن بنت
06_0010|عمر اربع سن عمر
06_0011|عمر سن خمسون سن
06_0012|سوال بنت ابن
06_0013|عمر ابن خمسون سن
06_0014|معرفه هو لغه اشاره
06_0015|معرفه لغه اشاره
06_0016|هو معرفه ام لغه اشاره
06_0017|لا معرفه لغه اشاره
06_0018|ممكن هو قدره كتابه اسم هو
06_0019|انا كتابه
06_0020|استفهام تاريخ الان سوال
06_0021|الان واحد شهر عشر
06_0022|انا ذهاب مدرسه سبب كره_قدم
06_0023|انا قلب قدره
06_0024|هو رغبه شرب سوال
06_0025|انا رغبه شرب شاي
06_0026|هو رغبه اكل سوال
06_0027|انا رغبه اكل رز
06_0028|انا رغبه ذهاب مكتبه بعد صيف
06_0029|هو رغبه بعد صيف سوال
06_0030|انا رغبه ذهاب لوحه بقاله
06_0031|سبب رغبه شراء
06_0032|انا رغبه كوب شراء
06_0033|انا رغبه معرفه لغه اشاره
06_0034|انا رغبه ذهاب مدرسه سبب قراءه غدا
06_0035|رقم معلم مدرسه هو
06_0036|رقم اشخاص مدرسه هو مدرسه
06_0037|سوال قط
06_0038|قط صغير تحت طاوله
06_0039|اب هو منزل يوجد
06_0040|لا منزل لا_يوجد
06_0041|سوال اب
06_0042|اب مستشفى يوجد
06_0043|سوال عمل
06_0044|صديق انا مدرسه
06_0045|انا ام منزل
06_0046|سوال كوب شرب
06_0047|سوال صديق هو
06_0048|قراءه سوال مكان مدرسه
06_0049|طاوله هو سوال
06_0050|طاوله كتاب لاب_توب يوجد
06_0051|هو اسم هو
06_0052|اسم هو ولد خلف
06_0053|استئذان انا كرسي الان
06_0054|استئذان دعوه كرسي
06_0055|سوال كرسي يوجد سوال
06_0056|كرسي قط صغير فوق_كرسي
06_0057|يوجد مدرسه يوجد بيع
06_0058|رقم وقت الان
06_0059|وقت سوال عشر
06_0060|وقت هو صيف اكل وقت سوال
06_0061|تاريخ وقت اب انا منزل اخر تاريخ
06_0062|وقت خمس ليل
06_0063|هو تاريخ ذهاب سينما فيلم تاريخ
06_0064|هو الان مطر
06_0065|لا مطر الان لا
06_0066|لا برد الان
06_0067|سوال صحه هو
06_0068|شكر د
06_0069|هو مطر غدا
06_0070|لا غدا مطر لا
06_0071|هو عمل سوال
06_0072|انا شعر قراءه
06_0073|انا شراء تفاحه موزه انواع
06_0074|انا سعيد مقابله
06_0075|هو رغبه رياضه سوال قلب رغبه سوال
06_0076|انا حب كره_قدم كثير حب
06_0077|سوال هو شراء تفاحه
06_0078|انا شراء تفاحه لا_يوجد
06_0079|هو لبس جيد حلو
06_0080|جو برد قليل
06_0081|انا الان ماضي تعب
06_0082|هو مشاهده هاتف مشاهده
06_0083|هو صديق انا
06_0084|سوال عمر اخ هو
06_0085|انا استيقاظ وقت خمس صباح كل_يوم
06_0086|نهايه كتابه منزل نهايه
06_0087|انا خلط اكل خلط كل_يوم ليل
06_0088|انا خوف
06_0089|سبب خوف
06_0090|دعوه مع دعوه اكل ليل دعوه الان ليل
06_0091|سوال كرسي حمام
06_0092|انا رغبه شرب بقره
06_0093|اعاده عوده مدرسه حافله
06_0094|هو اكل صباح اكل هو
06_0095|انا اب خلط اكل نارغرفه
06_0096|مكتبه مدرسه جميل
06_0097|لا حب اكل موز
06_0098|كتاب جواز تذكره طياره حقيبه_يد يوجد
06_0099|انا اب حادث
06_0100|انا اكل ليل وقت تسع
06_0101|انا زوج عمل كثير
06_0102|زوج عمل سوال اكل لوحه
06_0103|هو طفل رغبه لعب انواع كثير
06_0104|رغبه حذاء خوف
06_0105|انا رغبه تلفاز حاسب خوف
06_0106|هو رغبه دراجه
06_0107|زهره مطر رغبه
06_0108|استفهام هو جوع اكل هو
06_0109|هو يوجد سلطه اتقان
06_0110|استفهام هو تفاحه اتقان
06_0111|اخ جوع
06_0112|هو ام جوع
06_0113|الان تفاحه موزه يوجد لوحه
06_0114|هو مساعده
06_0115|شرطه استفهام منزل ام سوال
06_0116|تاريخ زوج هو ذهاب سينما
06_0117|معلم ذهاب مركز صم يوم الاربعاء
06_0118|شخص صم ذهاب مركز صم
06_0119|انا بيتزا سوال لوحه اكل
06_0120|هو رغبه حب اكل شوكولاته بسكوت حب هو
06_0121|انا سياره ركوب ذهاب لوحه بقاله شوكولاته
06_0122|بنت دراجه
06_0123|انا صديق دراجه ماضي
06_0124|شرطه دراجه_ناريه
06_0125|ولد صم هو سياره قدره
06_0126|مدرسه شخص سياره ذهاب وصل مركز سياره
06_0127|استفهام الحذاء مشاهده سوال
06_0128|هو قدره مشاهده نظاره
06_0129|لاب_توب حاسب مشاهده لاب_توب
06_0130|انا ذهاب سينما الان ليل
06_0131|اخ ذهاب اكل لوحه
06_0132|انا ذهاب لوحه شوكولاته بقاله انواع شراء
06_0133|زوج ذهاب لوحه بقاله
06_0134|دعوه نداء اكل رغبه تعداد
06_0135|الان برد ليل برد
06_0136|الان برد ماضي مركز صم
06_0137|انا شعور برد حافله داخل ليل الان
06_0138|شراء شاي شرب رغبه هو
06_0139|انا شراء شوكولاته
06_0140|ولد شخص شراء ماء
06_0141|انا غدا حاسب شراء
06_0142|الان خس ال خ س لوحه بقاله
06_0143|انا الان خلط اكل
06_0144|الان خلط لا
06_0145|وقت سوال حافله دخول
06_0146|وقت رئيس ذهاب وقت سوال
06_0147|رقم بسكوت مال تفاحه مال رقم
06_0148|زوج هو معرفه لغه اشاره
06_0149|هو صديق هو معرفه لغه اشاره
06_0150|بنت هو قراءه
06_0151|ولد قراءه
06_0152|صديق كتاب قراءه
06_0153|ام قراءه كل_يوم السبت
06_0154|اخ حب كتاب خوف هو
06_0155|انا حب شاي
06_0156|انا حب بقره اتقان
06_0157|طفل حب ثلج هو
06_0158|انا حب شوكولاته بقره
06_0159|هو حب شوكولاته بسكوت
06_0160|سلطه اتقان ممتاز
06_0161|موزه تفاحه اتقان ممتاز جيد
06_0162|انا صديق كتابه
06_0163|ممكن صديق قدره كتابه
06_0164|لعب هو ممتاز
06_0165|انا بحث تفاحه احمر
06_0166|هو رغبه قهوه شاي رغبه سوال
06_0167|هو بحث قهوه شاي
06_0168|انا بحث تفاحه احمر شوكولاته
06_0169|رئيس اتصال
06_0170|استفهام غدا صديق لقاء
06_0171|انا غدا صديق لقاء
06_0172|هو شرب هو
06_0173|انا شرب ماضي
06_0174|ولد شخص ماء هو
06_0175|نسيان دراجه
06_0176|انا جميع جوع
06_0177|حافله خوف هو
06_0178|سوال بيتزا
06_0179|نظاره غالي
06_0180|حذاء مال منخفض
06_0181|حاسب لاب_توب غالي
06_0182|شوكولاته صحه
06_0183|اب مستشفى منزل سبب حادث
06_0184|استئذان عصير تفاحه
06_0185|رغبه صوره قط صغير
06_0186|انا خوف ولاده قبل وقت
06_0187|انا ام ذهاب مستشفى سبب مرض
06_0188|انا نوم تقلب
06_0189|ابن زعل سبب كلب موت
06_0190|جد ماضي هو حزن سبب طير موت
06_0191|انا زعل سبب قط موت الان صباح
06_0192|انا ذهاب مزرعه شراء بيض موزه انواع
06_0193|وجوب استيقاظ وقت سبع كل_يوم
06_0194|انا صديق صم قدره ترجمه اشاره
06_0195|استئذان تذكره طياره عطاء
06_0196|ترجمه ذهاب مركز الثلاثاء مستمر
06_0197|انا حفيد رغبه سباحه بحر
06_0198|انا معرفه اخبار ترجمه مشاهده معرفه
06_0199|مشاهده شاشه قليل مشاهده اخبار
06_0200|انا غدا وقت اثنان عمل خلاص
06_0201|هو هاتف اتصال شرطه
06_0202|رغبه ساعه تخفيض طياره معاق
06_0203|انا اسم سياره اسم
06_0204|استفهام صدر خوف مسوول سوال سياره اسم
06_0205|هو وجوب شرب زياده
06_0206|كتاب صباح صيف مكتبه لوحه صباح صيف
06_0207|ولد سرق هاتف
06_0208|انا ولد هو هاتف اخذ اختفاء
06_0209|انت سوال ذهاب جري
06_0210|مستمر جري بحر
06_0211|سوال هو ماضي هو
06_0212|هو ماضي كوفي انتظار
06_0213|هو انا بحث هاتف بحث جواب
06_0214|هو رغبه اسبوع اخر راحه سعيد
06_0215|انا رغبه جواز سفر رغبه
06_0216|رغبه شكوى
06_0217|انا رغبه طبيب د
06_0218|د يوجد غدا يوجد
06_0219|مشكله سوال
06_0220|انا لا صحه سيى
06_0221|انا استفراغ ثاني اسهال انا
06_0222|تاريخ سوال اسهال تاريخ فتح
06_0223|ثلاث قبل
06_0224|هو حمى هو
06_0225|نعم انا دوخه
06_0226|انا ماضي ثلاث اكل سوال
06_0227|انا رغبه وقت موعد صوره بطن رغبه
06_0228|هو تجنب بقره خضار انواع تجنب
06_0229|انا قدره دجاج سمكه
06_0230|تمام اريد اكل رز مكرونه قدره
06_0231|انا عمل لا_يوجد تامين لا_يوجد
06_0232|هو دفع مال سوال
06_0233|بنك اي_شي
06_0234|هو مقابله ملكيه مقابله محادثه
06_0235|اعاده عوده ثلاث عوده
06_0236|هو عوده مع هو
06_0237|ان_شاء_الله غدا دفع
06_0238|رغبه مستقبل سعيد
06_0239|مهم بطاقه هويه اخذ صوره
06_0240|ولد سرقه حقيبه_يد
06_0241|هو اختبار اخر شهاده
06_0242|هو رخصه رسمي واحد ثلاث
06_0243|بطاقه سوال اسابيع ثلاث
06_0244|جواز كتاب اتقان ممكن عشر_ايام
06_0245|وجوب دفع جواز سفر
06_0246|شكر
06_0247|شكر مساعده
06_0248|صباح خير
06_0249|صباح خير طاعه خدمه سوال
06_0250|صباح خير هو رغبه مساعده
06_0251|ولد صفه سوال
06_0252|ولد طويل نحيف شعر اصفر قصير
06_0253|انا بطن الم
06_0254|انا جواز تاريخ انتهاء
06_0255|سبب ولد شخص لبس سوال
06_0256|ولد لبس بنطال احمر حذاء ابيض
06_0257|سوال جواز تاريخ انتهاء تاريخ سوال
06_0258|سن خمس
06_0259|سوال ضياع حقيبه_يد
06_0260|ماضي مرض خطر
06_0261|هاتف هويه ضياع سوال
06_0262|هو بطن ت س م م
06_0263|انا هويه ضياع
06_0264|انا ممتاز اتقان
06_0265|وقت مسافه طياره خارج مسافه تاريخ سوال
06_0266|تاريخ سرقه تاريخ سوال
06_0267|ماضي
06_0268|تاريخ فتح مرض
06_0269|مرض ماضي صغير مرض
06_0270|دعوه انا رغبه مساعده
06_0271|انا دعوه طاعه مساعده
06_0272|دعوه اخبار حال جيد
06_0273|ليل خير
06_0274|مع_السلامه
06_0275|سوال ازعاج سوال
06_0276|هو دواء ماضي يوجد
06_0277|هو يوجد تحويل د
06_0278|انا نعم د بطن
06_0279|هو يوجد تامين
06_0280|نعم تامين
06_0281|هو رخصه سياره هو
06_0282|هو بطاقه صوره هويه هو
06_0283|ثاني صوره سوال جواز_سفر
06_0284|ولاده طفل اتقان
06_0285|ولاده ماضي تسع
06_0286|وجوب طلب صوره هويه
06_0287|سوال هو هاتف مشاهده سوال
06_0288|طاوله على
06_0289|استفهام سوال سرقه هاتف هو
06_0290|هو كتابه تفاصيل حال
06_0291|هو عضو مع السعوديه قصه
06_0292|نعم انا مع السعوديه قصه رمايه صم
06_0293|غدا شهاده تقديم
06_0294|سوال عمر سن
06_0295|انا تعليم ولد اخر شهاده
06_0296|انا رغبه لا ممتاز
06_0297|هو قلم يوجد
06_0298|هو كتابه تاريخ الان
06_0299|انا رغبه بطاقه سياره
06_0300|استفهام دواء قدره هو
06_0301|انا نوم ليل
06_0302|انا حب لون ابيض كره لون اسود
06_0303|انا رغبه شراء سوق لوحه
06_0304|انا اسم ا ح م د
06_0305|انا عمل ترجمه لغه اشاره
06_0306|انا قراءه كتاب
06_0307|انا مع اسره مع مشاهده كره_قدم مباراه
06_0308|انا رغبه ذهاب مستشفى سبب ابن مرض
06_0309|انا اب بيع تصوير
06_0310|اب انا لون حب لون ازرق ام لون حب سوال وردي
06_0311|انا حب اب
06_0312|انا حب بنت اخ
06_0313|انا حب صلاه
06_0314|انا حب اكل
06_0315|انا حب صديق
06_0316|انا اخ بنت جميل
06_0317|انا اخ زواج الثلاثاء قادم
06_0318|حقيبه_ظهر حقيبه_يد خفيف
06_0319|انا اخ سياره سرعه
06_0320|انا مساعده ام منزل
06_0321|انا مساعده فقير
06_0322|انا صديق مدرسه مع ثلاث بنت ولد خمس
06_0323|انا معرفه لغه اشاره
06_0324|انا وضوء صلاه
06_0325|انا حب كره_قدم صيد سمكه
06_0326|انا طاعه سوال معلم
06_0327|انا زياره اقارب مستمر
06_0328|انا عمل معلم مدرسه
06_0329|انا نار خلط صباح اكل
06_0330|انا حفظ مدرسه قراءه
06_0331|انا مدرسه جامعه
06_0332|انا معرفه قراءه مدرسه
06_0333|انا ذهاب مدرسه
06_0334|انا مشي منزل
06_0335|انا فوضى ترتيب غرفه نوم
06_0336|انا طاعه معلم بنت
06_0337|انا ذهاب مع اب صلاه الجمعه
06_0338|انا زوج مع كل_يوم مشي
06_0339|اب نوم سرير
06_0340|الاسبوع_الماضي جد موت رحمه الله
06_0341|الاسبوع_الماضي صديق جد موت
06_0342|الجمعه السبت اجازه
06_0343|شرطه قال ممنوع انتظار
06_0344|صيف نهايه ذهاب برد
06_0345|غني مساعده فقير
06_0346|ولد ذهاب مدرسه ابتسامه
06_0347|ولد دخل مدرسه خوف
06_0348|هو ابن بنت اول عمر سن سوال اسم سوال
06_0349|رقم عمر ابن ولد
06_0350|اب هو اسم سوال
06_0351|ام اب صم
06_0352|انا اخ موزه اكل صباح
06_0353|استيقاظ وقت ست صباح
06_0354|اسف فهم كلام لا انا
06_0355|انا اسم م ر ا د
06_0356|انا تنظيف_اسنان
06_0357|غسل_وجه
06_0358|غسل_يد
06_0359|بحر لون ازرق
06_0360|عضل رياضه فائده صحه
06_0361|منزل جدار لون ابيض
06_0362|مدرسه سهل
06_0363|مدرسه مشاهده فائده
06_0364|ولد شخص صعود جبل
06_0365|السبت ماضي انا تعب
06_0366|السلام_عليكم
06_0367|ولد بناء منزل جميل
06_0368|شباب شخص رغبه سباحه
06_0369|صلاه حلو
06_0370|د مساعده انسان
06_0371|اكل فائده مستشفى
06_0372|قلم لون ازرق
06_0373|لون قلم انا خاص
06_0374|مدرسه جميل
06_0375|ترجمه سريع ذكي
06_0376|نوم فندق ممتاز سعيد
06_0377|ولد هو كتابه
06_0378|ولد شخص لعب
06_0379|مع_السلامه
06_0380|ام نداء انا اخ
06_0381|انا فهم لغه اشاره قليل
06_0382|انا كره طفل بكاء
06_0383|انا سعيد سبب مشاهده
06_0384|انا عمر اثنان_ثلاثون سن
06_0385|هو حب قهوه كوفي
06_0386|هو شخص ذكي
06_0387|هو سوال منزل موقع سوال
06_0388|انا جد ماضي شراء مزرعه
06_0389|جد ماضي حب شاي اب انا حب قهوه
06_0390|مدرسه قصه يوجد طاوله هو
06_0391|استفهام سوال ابن جيد
06_0392|استفهام سوال شخص هو اسره جيد
06_0393|انا زوج لا_يوجد
06_0394|مع ذهاب
06_0395|استفهام هو اسم سوال
06_0396|هو عمل سوال
06_0397|انا صم
06_0398|استفهام هو صم
06_0399|استفهام هو زوج
06_0400|كل_يوم صباح مشي وقت اثنان
06_0401|انا رغبه اكل مكرونه
06_0402|انا رغبه شراء بيض رز
06_0403|انا رغبه ذهاب بحر
06_0404|هو بنت شخص حذاء اسود فستان لون وردي
06_0405|صيف ذهاب صيد سمكه
06_0406|انا اخ حب لون احمر
06_0407|سرير خفيف سعيد
06_0408|كلب خلف منزل
06_0409|انا سن الم سن
06_0410|انا حفيد مع ذهاب قهوه كوفي
06_0411|انا اسف
06_0412|فندق داخل برد
06_0413|انا ابن ت س م م بطن
06_0414|انا حب لا ال ب ق و ل ي ا ت
06_0415|انا معرفه سبب اختبار
06_0416|انا وضوء قبل نوم
06_0417|ام نار خلط غرفه خلط
06_0418|طفل لعب بحر قريب
06_0419|انا حب برد
06_0420|انا حب تفاحه موزه انواع صيف
06_0421|انا لقاء اقارب مباراه
06_0422|سوال موقع بيع
06_0423|انا ابن بنت بطن
06_0424|انا اخ رغبه لا ال خ س
06_0425|دجاج طير في ب ر و ت ي ن
06_0426|انا اخ مع ارنب قصه رمايه
06_0427|انتظار اخ بنت جامعه
06_0428|شخص خدمه نحيف ركض سرعه
06_0429|طفل بكاء صراخ ازعاج
06_0430|اخ بنت جديله لون اصفر
06_0431|ذاكره نسيان تذكره طياره
06_0432|لا طاوله كرسي لا
06_0433|رغبه وقت اتقان د هضمي
06_0434|ولد هو اختفاء شرطه
06_0435|انا غسل_وجه صباح
06_0436|انا شراء انا اخ شراء دراجه_ناريه
06_0437|انا منزل مدرسه اخر نهايه
06_0438|حقيبه_يد حقيبه_ظهر حقيبه_يد خفيف لا
06_0439|كلب جبل صعود
06_0440|ولد كتابه جدار كتابه
06_0441|انا الثلاثاء شراء تصوير
06_0442|ممنوع كرسي لا_2
06_0443|سوال مال سوال صوره اسود بطن
06_0444|استفهام لوحه الثلاثاء مفتوح هو
06_0445|هو ثلج قليل هنا
06_0446|هو تاريخ وقت ولاده
06_0447|انا حضور تاريخ وقت محدد تاخير
06_0448|انا رغبه شكوى سبب ازعاج
06_0449|انا اخ رغبه طياره تخفيض
06_0450|انا رغبه كلمه منزل نقل
07_0001|سوال هو
07_0002|هو معلم لغه اشاره
07_0003|استفهام هو معلم هو
07_0004|هو معلم لا انا مدرسه
07_0005|هو سوال
07_0006|هو صديق مدرسه
07_0007|استفهام هو صديق مدرسه
07_0008|انا اسره رقم ثلاث اشخاص
07_0009|رقم عمر ابن بنت
07_0010|عمر اربع سن عمر
07_0011|عمر سن خمسون سن
07_0012|سوال بنت ابن
07_0013|عمر ابن خمسون سن
07_0014|معرفه هو لغه اشاره
07_0015|معرفه لغه اشاره
07_0016|هو معرفه ام لغه اشاره
07_0017|لا معرفه لغه اشاره
07_0018|ممكن هو قدره كتابه اسم هو
07_0019|انا كتابه
07_0020|استفهام تاريخ الان سوال
07_0021|الان واحد شهر عشر
07_0022|انا ذهاب مدرسه سبب كره_قدم
07_0023|انا قلب قدره
07_0024|هو رغبه شرب سوال
07_0025|انا رغبه شرب شاي
07_0026|هو رغبه اكل سوال
07_0027|انا رغبه اكل رز
07_0028|انا رغبه ذهاب مكتبه بعد صيف
07_0029|هو رغبه بعد صيف سوال
07_0030|انا رغبه ذهاب لوحه بقاله
07_0031|سبب رغبه شراء
07_0032|انا رغبه كوب شراء
07_0033|انا رغبه معرفه لغه اشاره
07_0034|انا رغبه ذهاب مدرسه سبب قراءه غدا
07_0035|رقم معلم مدرسه هو
07_0036|رقم اشخاص مدرسه هو مدرسه
07_0037|سوال قط
07_0038|قط صغير تحت طاوله
07_0039|اب هو منزل يوجد
07_0040|لا منزل لا_يوجد
07_0041|سوال اب
07_0042|اب مستشفى يوجد
07_0043|سوال عمل
07_0044|صديق انا مدرسه
07_0045|انا ام منزل
07_0046|سوال كوب شرب
07_0047|سوال صديق هو
07_0048|قراءه سوال مكان مدرسه
07_0049|طاوله هو سوال
07_0050|طاوله كتاب لاب_توب يوجد
07_0051|هو اسم هو
07_0052|اسم هو ولد خلف
07_0053|استئذان انا كرسي الان
07_0054|استئذان دعوه كرسي
07_0055|سوال كرسي يوجد سوال
07_0056|كرسي قط صغير فوق_كرسي
07_0057|يوجد مدرسه يوجد بيع
07_0058|رقم وقت الان
07_0059|وقت سوال عشر
07_0060|وقت هو صيف اكل وقت سوال
07_0061|تاريخ وقت اب انا منزل اخر تاريخ
07_0062|وقت خمس ليل
07_0063|هو تاريخ ذهاب سينما فيلم تاريخ
07_0064|هو الان مطر
07_0065|لا مطر الان لا
07_0066|لا برد الان
07_0067|سوال صحه هو
07_0068|شكر د
07_0069|هو مطر غدا
07_0070|لا غدا مطر لا
07_0071|هو عمل سوال
07_0072|انا شعر قراءه
07_0073|انا شراء تفاحه موزه انواع
07_0074|انا سعيد مقابله
07_0075|هو رغبه رياضه سوال قلب رغبه سوال
07_0076|انا حب كره_قدم كثير حب
07_0077|سوال هو شراء تفاحه
07_0078|انا شراء تفاحه لا_يوجد
07_0079|هو لبس جيد حلو
07_0080|جو برد قليل
07_0081|انا الان ماضي تعب
07_0082|هو مشاهده هاتف مشاهده
07_0083|هو صديق انا
07_0084|سوال عمر اخ هو
07_0085|انا استيقاظ وقت خمس صباح كل_يوم
07_0086|نهايه كتابه منزل نهايه
07_0087|انا خلط اكل خلط كل_يوم ليل
